0,140.86952
500,3.9511614
1000,2.3126953
1500,2.1857011
2000,2.0742662
2500,1.9826772
3000,1.908153
3500,1.8429443
4000,1.7867433
4500,1.7373928
5000,1.6907877
5500,1.64437
6000,1.5967071
6500,1.5476193
7000,1.5043447
7500,1.462755
8000,1.4267284
8500,1.3946433
9000,1.3632363
9500,1.334423
0,172.23238
500,3.0807545
1000,2.495527
1500,2.3323352
2000,2.1781657
2500,2.0332787
3000,1.9010903
3500,1.8029621
4000,1.7271852
4500,1.6646427
5000,1.6088977
5500,1.5565547
6000,1.505431
6500,1.4562808
7000,1.4088844
7500,1.3636867
8000,1.3235512
8500,1.2879215
9000,1.2530006
9500,1.2209227
