0,66.31031
500,2.9789722
1000,2.0962605
1500,1.9748282
2000,1.8765099
2500,1.7988687
3000,1.733637
3500,1.6731158
4000,1.616826
4500,1.5612686
5000,1.5055059
5500,1.4473413
6000,1.3880683
6500,1.330226
7000,1.2776723
7500,1.2303503
8000,1.1906173
8500,1.1560652
9000,1.1252311
9500,1.0969542
0,129.84026
500,3.2213469
1000,2.5800955
1500,2.181483
2000,1.8241568
2500,1.6733679
3000,1.5664726
3500,1.4861933
4000,1.4198695
4500,1.3556511
5000,1.2951542
5500,1.2372646
6000,1.1793972
6500,1.1195585
7000,1.065672
7500,1.0169221
8000,0.9727933
8500,0.93132305
9000,0.8956325
9500,0.86135536
