0,313.3356
500,2.4672894
1000,1.8509047
1500,1.5536169
2000,1.3924487
2500,1.2883377
3000,1.2090447
3500,1.1371657
4000,1.0893769
4500,1.0348117
5000,0.9914864
5500,0.97798854
6000,0.94791555
6500,0.91887915
7000,0.9104043
7500,0.878158
8000,0.8965141
8500,0.8098046
9000,0.77563536
9500,0.7780025
0,122.77551
500,2.1985378
1000,1.7601835
1500,1.5905948
2000,1.486145
2500,1.4099239
3000,1.3398097
3500,1.2795714
4000,1.2306869
4500,1.1734455
5000,1.1339746
5500,1.0991999
6000,1.0638845
6500,1.0302085
7000,0.995456
7500,0.9672591
8000,0.93553144
8500,0.9141628
9000,0.8931995
9500,0.8654497
