0,276.486
500,2.8970544
1000,2.4688187
1500,2.265797
2000,2.087818
2500,1.9347419
3000,1.8073413
3500,1.7068257
4000,1.6275457
4500,1.5609617
5000,1.5018353
5500,1.4479979
6000,1.3982513
6500,1.3501997
7000,1.301851
7500,1.255414
8000,1.2091312
8500,1.1629075
9000,1.1191185
9500,1.077401
0,242.42276
500,3.9181743
1000,3.4641607
1500,2.9907444
2000,2.5271635
2500,2.1016092
3000,1.803688
3500,1.6262317
4000,1.4974023
4500,1.3972163
5000,1.3178432
5500,1.2513129
6000,1.191084
6500,1.1357286
7000,1.0862211
7500,1.0401802
8000,1.0091174
8500,0.9661545
9000,0.9365605
9500,0.9075132
