0,74.51827
500,1.9567385
1000,1.915286
1500,1.9063652
2000,1.9025377
2500,1.9004807
3000,1.8992484
3500,1.8984568
4000,1.8979238
4500,1.8975519
5000,1.897285
5500,1.8970901
6000,1.8969456
6500,1.8968372
7000,1.8967549
7500,1.8966924
8000,1.8966446
8500,1.8966079
9000,1.8965791
9500,1.896557
0,118.10137
500,2.1035397
1000,1.7935396
1500,1.635627
2000,1.5397588
2500,1.4708568
3000,1.4108536
3500,1.347343
4000,1.296389
4500,1.253075
5000,1.2225674
5500,1.1846292
6000,1.1478593
6500,1.1216267
7000,1.0777802
7500,1.041798
8000,1.0079046
8500,1.0136222
9000,0.95506394
9500,0.9291705
