0,123.34861
500,2.9637618
1000,2.4186285
1500,2.2157867
2000,2.049986
2500,1.9214058
3000,1.821334
3500,1.7387842
4000,1.6652937
4500,1.5959495
5000,1.5274376
5500,1.4602202
6000,1.3984002
6500,1.3447179
7000,1.2904248
7500,1.2417638
8000,1.1979088
8500,1.1586227
9000,1.1234262
9500,1.0901713
0,234.7411
500,2.9369063
1000,2.2036562
1500,2.0888453
2000,1.9806986
2500,1.8824965
3000,1.7952996
3500,1.7173365
4000,1.642953
4500,1.5681583
5000,1.4974309
5500,1.4294375
6000,1.3637182
6500,1.3031716
7000,1.2471218
7500,1.1919612
8000,1.1362311
8500,1.0765942
9000,1.0205057
9500,0.9688675
