0,54.3302
500,1.8896117
1000,1.8248246
1500,1.7976412
2000,1.7809137
2500,1.7681534
3000,1.7560002
3500,1.7448255
4000,1.7356005
4500,1.7284558
5000,1.7234845
5500,1.7195983
6000,1.716196
6500,1.7134975
7000,1.7120088
7500,1.7088768
8000,1.7087636
8500,1.7066278
9000,1.70593
9500,1.7034876
0,3.3590033
500,1.961085
1000,1.9182595
1500,1.9077759
2000,1.9032724
2500,1.9009132
3000,1.8995253
3500,1.8986448
4000,1.8980554
4500,1.897647
5000,1.8973548
5500,1.8971419
6000,1.8969847
6500,1.8968668
7000,1.8967775
7500,1.8967096
8000,1.8966577
8500,1.8966178
9000,1.8965871
9500,1.8965634
