0,103.563385
500,1.978679
1000,1.9129823
1500,1.9015287
2000,1.8971179
2500,1.8949332
3000,1.8935329
3500,1.8924681
4000,1.891415
4500,1.8906105
5000,1.88994
5500,1.8893496
6000,1.8878838
6500,1.8845158
7000,1.8784497
7500,1.8680617
8000,1.8633107
8500,1.8617796
9000,1.8600421
9500,1.8521148
0,54.85295
500,2.029524
1000,1.805602
1500,1.688837
2000,1.6050013
2500,1.5441595
3000,1.4973
3500,1.4514931
4000,1.4237598
4500,1.3753741
5000,1.3409327
5500,1.3079668
6000,1.2726079
6500,1.236069
7000,1.2032723
7500,1.174509
8000,1.1400013
8500,1.1078671
9000,1.0859356
9500,1.0605642
