0,265.26654
500,2.181794
1000,1.9259608
1500,1.8196474
2000,1.7516723
2500,1.7018396
3000,1.658737
3500,1.6191432
4000,1.5844626
4500,1.5514946
5000,1.5173298
5500,1.4847562
6000,1.455945
6500,1.4237721
7000,1.3879094
7500,1.3602346
8000,1.3365291
8500,1.3193717
9000,1.3016145
9500,1.2804704
0,150.81804
500,2.2218556
1000,1.6921179
1500,1.5261741
2000,1.400541
2500,1.2897218
3000,1.2125325
3500,1.1386143
4000,1.0791426
4500,1.0229046
5000,0.9809729
5500,0.94437146
6000,0.91247886
6500,0.8766617
7000,0.84636956
7500,0.8251354
8000,0.8014602
8500,0.79169816
9000,0.75907475
9500,0.7419252
