0,53.619774
500,1.416038
1000,1.3055457
1500,1.281427
2000,1.2711474
2500,1.2657596
3000,1.2626152
3500,1.2606361
4000,1.259322
4500,1.258415
5000,1.2577705
5500,1.2573026
6000,1.2569575
6500,1.2566998
7000,1.2565054
7500,1.2563577
8000,1.2562449
8500,1.2561582
9000,1.2560916
9500,1.25604
0,90.696335
500,1.0472844
1000,0.77984035
1500,0.6105274
2000,0.49789748
2500,0.41010422
3000,0.35063192
3500,0.27819324
4000,0.22641297
4500,0.18892595
5000,0.1620737
5500,0.142112
6000,0.12644531
6500,0.11627939
7000,0.10765933
7500,0.098764114
8000,0.09306562
8500,0.08872243
9000,0.08407171
9500,0.079037115
