0,87.31773
500,1.1478082
1000,1.0084814
1500,0.90889823
2000,0.7910371
2500,0.6762549
3000,0.58909374
3500,0.51176757
4000,0.43475696
4500,0.3557682
5000,0.28020057
5500,0.2313697
6000,0.19925621
6500,0.16033605
7000,0.13664898
7500,0.11775936
8000,0.10593656
8500,0.09768155
9000,0.0882597
9500,0.08338939
0,86.08912
500,1.296685
1000,1.1325959
1500,1.023542
2000,0.9217075
2500,0.83467704
3000,0.76020557
3500,0.6775637
4000,0.5991878
4500,0.52786976
5000,0.46037924
5500,0.4010583
6000,0.3479633
6500,0.29721594
7000,0.26140136
7500,0.23211345
8000,0.20605093
8500,0.18196025
9000,0.15667444
9500,0.13198172
