0,207.81192
500,0.9050602
1000,0.603195
1500,0.4341312
2000,0.3070872
2500,0.21640657
3000,0.15385263
3500,0.114163145
4000,0.091398865
4500,0.07424965
5000,0.062156703
5500,0.058741316
6000,0.05573487
6500,0.053354252
7000,0.051343136
7500,0.04960411
8000,0.04820352
8500,0.04699934
9000,0.045958165
9500,0.04514391
0,213.95442
500,1.2383691
1000,0.77235657
1500,0.543618
2000,0.41700727
2500,0.3360975
3000,0.27456528
3500,0.23062032
4000,0.20051032
4500,0.21028914
5000,0.1556031
5500,0.14653708
6000,0.1251009
6500,0.13792871
7000,0.105394006
7500,0.096883975
8000,0.09130175
8500,0.08595926
9000,0.080304354
9500,0.07442109
