0,60.21193
500,1.4484686
1000,1.115405
1500,0.915041
2000,0.76104736
2500,0.6372931
3000,0.54168195
3500,0.46575445
4000,0.40254354
4500,0.3482742
5000,0.30098122
5500,0.25957316
6000,0.22577837
6500,0.19546916
7000,0.17169793
7500,0.15163963
8000,0.1340849
8500,0.11881303
9000,0.106039055
9500,0.09533634
0,169.5965
500,6.0345926
1000,1.3908299
1500,1.1571993
2000,0.982549
2500,0.84932065
3000,0.7448718
3500,0.6628084
4000,0.5963418
4500,0.5397588
5000,0.48886406
5500,0.44101495
6000,0.39499742
6500,0.3510973
7000,0.31169388
7500,0.27709085
8000,0.24716437
8500,0.22180578
9000,0.20008966
9500,0.18143883
