0,74.14435
500,1.3242713
1000,1.1510512
1500,1.0195745
2000,0.9156607
2500,0.83126074
3000,0.7594273
3500,0.6967633
4000,0.6385424
4500,0.5807597
5000,0.52099526
5500,0.45994762
6000,0.39985678
6500,0.34328926
7000,0.29097298
7500,0.2461442
8000,0.20852691
8500,0.1768741
9000,0.14969626
9500,0.12716399
0,91.45572
500,1.8906552
1000,1.5734056
1500,1.3786674
2000,1.2257262
2500,1.0982432
3000,0.98494786
3500,0.8782235
4000,0.7750139
4500,0.6754475
5000,0.58246976
5500,0.5001902
6000,0.42860717
6500,0.36487326
7000,0.30960837
7500,0.26474598
8000,0.22943522
8500,0.2010203
9000,0.17773078
9500,0.15825273
