0,81.766014
500,0.9323934
1000,0.6502879
1500,0.4924559
2000,0.38267705
2500,0.3049881
3000,0.24861999
3500,0.2108179
4000,0.23182197
4500,0.1641298
5000,0.14738615
5500,0.13456635
6000,0.124021046
6500,0.11518213
7000,0.10594082
7500,0.099790104
8000,0.09373673
8500,0.08732739
9000,0.083309576
9500,0.079429775
0,76.8065
500,0.7847369
1000,0.51396626
1500,0.36950976
2000,0.28943995
2500,0.23918469
3000,0.20760073
3500,0.18467607
4000,0.16676877
4500,0.21897969
5000,0.13936363
5500,0.1333016
6000,0.12581457
6500,0.11828556
7000,0.117668785
7500,0.10488987
8000,0.09832185
8500,0.09443298
9000,0.08915826
9500,0.12007989
