0,82.88641
500,2.2039201
1000,1.5632755
1500,1.3026282
2000,1.2224768
2500,1.1525035
3000,1.0891721
3500,1.0299306
4000,0.9712241
4500,0.90869087
5000,0.84144086
5500,0.76718336
6000,0.69050545
6500,0.6154891
7000,0.54637146
7500,0.48258397
8000,0.42192432
8500,0.3671432
9000,0.31935596
9500,0.27553993
0,56.138123
500,1.5905648
1000,1.1715583
1500,1.05367
2000,0.9741759
2500,0.90664107
3000,0.8424274
3500,0.77482283
4000,0.69678193
4500,0.6071279
5000,0.51884747
5500,0.44438434
6000,0.3846288
6500,0.33636782
7000,0.29547197
7500,0.25955915
8000,0.22770406
8500,0.19943878
9000,0.17442156
9500,0.15224613
