0,29.311518
500,1.5969394
1000,1.3243176
1500,1.2571839
2000,1.213877
2500,1.1746356
3000,1.1356626
3500,1.0936754
4000,1.0473917
4500,0.99789214
5000,0.9460778
5500,0.8905268
6000,0.8307465
6500,0.7701631
7000,0.7102175
7500,0.650938
8000,0.5913579
8500,0.5378314
9000,0.49105895
9500,0.448706
0,51.22529
500,2.3349953
1000,1.9079269
1500,1.6470032
2000,1.4973149
2500,1.4135541
3000,1.3645413
3500,1.3333671
4000,1.31221
4500,1.2972951
5000,1.2864373
5500,1.2782717
6000,1.271874
6500,1.2665795
7000,1.2620238
7500,1.2578279
8000,1.2306775
8500,1.1797231
9000,1.1631509
9500,1.1531332
