0,4.413593
0,2.4727576
500,1.3310285
1000,1.0212357
1500,0.82962334
2000,0.66855234
2500,0.4801518
3000,0.40387163
3500,0.36594585
4000,0.29453856
4500,0.18411565
5000,0.14794536
5500,0.12972628
6000,0.11733408
6500,0.10828001
7000,0.10130621
7500,0.09464043
8000,0.08178244
8500,0.06644734
9000,0.04129914
9500,0.031230336
10000,0.024735402
0,6.0369983
500,2.1887672
1000,1.2137902
1500,1.1273937
2000,0.8370345
2500,0.7240914
3000,0.63343084
3500,0.60324013
4000,0.5708482
4500,0.51757073
5000,0.46794945
5500,0.3968003
6000,0.3602819
6500,0.33510107
7000,0.31567225
7500,0.3004803
8000,0.28845665
8500,0.27817032
9000,0.26984134
9500,0.26269302
10000,0.25629136
10500,0.25017035
11000,0.24393794
11500,0.23769258
12000,0.2312594
12500,0.22492093
13000,0.21894439
13500,0.21340962
14000,0.20830013
14500,0.18159336
15000,0.16168192
15500,0.15150385
16000,0.14391166
16500,0.13768624
17000,0.13234103
17500,0.1276242
18000,0.12339013
18500,0.11954621
19000,0.116023384
19500,0.112796605
20000,0.10976944
20500,0.10698053
21000,0.10438424
21500,0.10193596
22000,0.09964836
0,3.0910661
500,1.4840096
1000,1.28204
1500,1.1256773
2000,0.89898205
2500,0.7754087
3000,0.7211565
3500,0.68369937
4000,0.6546547
4500,0.6306139
5000,0.6105252
5500,0.59399414
6000,0.55947876
6500,0.548398
7000,0.5396411
7500,0.532488
8000,0.5144092
8500,0.49961382
9000,0.48898795
9500,0.48115328
