0,3.3253348
500,1.4727211
1000,1.1838458
1500,0.9248897
0,3.849152
0,4.0704746
500,1.3495004
1000,1.0486238
1500,0.91821676
2000,0.8178489
2500,0.71682227
3000,0.65921867
3500,0.62303036
4000,0.6018267
4500,0.5867142
5000,0.5747623
5500,0.5487476
6000,0.5015914
6500,0.47629014
7000,0.46011567
7500,0.44700828
8000,0.43556577
8500,0.42281583
9000,0.41212517
9500,0.40266407
10000,0.39299574
10500,0.38138515
11000,0.37106147
11500,0.3622232
12000,0.35454378
12500,0.34779495
13000,0.34174758
13500,0.33637574
14000,0.3315748
14500,0.32724372
15000,0.32330185
15500,0.31972316
16000,0.2205713
16500,0.19008712
17000,0.14782542
17500,0.1296131
18000,0.12027496
18500,0.11297017
19000,0.10592093
19500,0.10091233
20000,0.09676259
20500,0.093179025
21000,0.090035416
21500,0.08733256
22000,0.084968664
22500,0.082886465
23000,0.08104225
23500,0.079401605
24000,0.077938244
24500,0.076636866
25000,0.07544217
25500,0.07438637
26000,0.07343255
26500,0.072545566
27000,0.071754366
27500,0.0710348
28000,0.07038012
28500,0.06978024
